label,class_idx,train_support,test_support,predicted_positives,precision,recall,f1,average_precision,roc_auc
CCSR_PRG018,416,113,7,66,0.030303030303030304,0.2857142857142857,0.0547945205479452,0.2377802900595964,0.9933586709505524
CCSR_NEO037,334,22,5,0,0.0,0.0,0.0,0.2351365004808223,0.8504607283896446
CCSR_GEN004,123,13586,1633,15685,0.09716289448517693,0.9332516840171463,0.17600184778842823,0.23155703596072444,0.7150870801463963
CCSR_NVS022,394,51,12,1,1.0,0.08333333333333333,0.15384615384615385,0.2309358098631266,0.7131504343850023
CCSR_MUS006,267,8862,1005,11971,0.07426280177094645,0.8845771144278607,0.1370221948212084,0.2212245133946377,0.785254726830102
CCSR_NVS008,380,1889,264,3298,0.041237113402061855,0.5151515151515151,0.0763615946097698,0.22101276069441586,0.6876984247414895
CCSR_NEO012,309,280,24,47,0.23404255319148937,0.4583333333333333,0.30985915492957744,0.21618657200855687,0.8373826387745017
CCSR_NVS010,382,7240,952,13643,0.058125045811038625,0.832983193277311,0.10866735183281946,0.21385308194323277,0.7131155456107812
CCSR_NEO074,370,4703,553,4014,0.11434977578475336,0.8300180831826401,0.20100722574994526,0.21055616628502508,0.881992508220465
CCSR_NEO021,318,308,43,106,0.20754716981132076,0.5116279069767442,0.2953020134228188,0.2084041860985697,0.939318098734313
CCSR_PRG012,410,79,8,22,0.18181818181818182,0.5,0.26666666666666666,0.2059820278363826,0.9585961928794777
CCSR_RSP007,434,2586,379,7753,0.029665935766799947,0.6068601583113457,0.05656665027053615,0.20526901571418,0.6742727219805851
CCSR_MUS011,272,8795,1122,14005,0.06783291681542307,0.8467023172905526,0.12560322601969987,0.2043390370429543,0.7182942483555981
CCSR_PRG014,412,45,6,8,0.125,0.16666666666666666,0.14285714285714285,0.19780581482300535,0.861133965955424
CCSR_BLD003,3,17834,2222,17526,0.12290311537144813,0.9693969396939695,0.21814867328337048,0.19549894009602736,0.6335720646682215
CCSR_PRG022,420,78,11,22,0.09090909090909091,0.18181818181818182,0.12121212121212122,0.1926472906091879,0.8828845904452182
CCSR_NEO024,321,389,32,73,0.1917808219178082,0.4375,0.26666666666666666,0.18952305860308008,0.8945687997802801
CCSR_DIG025,73,14470,1804,16544,0.10342117988394584,0.9484478935698448,0.18650534118160017,0.18546722749786723,0.6444768908433264
CCSR_PRG024,422,404,46,227,0.11013215859030837,0.5434782608695652,0.18315018315018314,0.18355225193299196,0.9786773440282222
CCSR_NVS020,392,9785,1183,15322,0.06983422529695862,0.904480135249366,0.12965767949106333,0.18138016007017257,0.6970977327153636
CCSR_SYM017,468,15469,1900,17350,0.10726224783861671,0.9794736842105263,0.19335064935064936,0.1777671500456022,0.636195848622597
CCSR_NEO068,364,927,101,217,0.22119815668202766,0.4752475247524752,0.3018867924528302,0.17625385707329988,0.8323219066503034
CCSR_SKN003,447,2926,392,6723,0.03911944072586643,0.6709183673469388,0.07392832044975405,0.17531382154232705,0.7178003899794718
CCSR_NEO043,340,535,42,239,0.06276150627615062,0.35714285714285715,0.10676156583629894,0.1750195156690659,0.8501707690495819
CCSR_NVS015,387,4050,542,10086,0.03777513384889947,0.7029520295202952,0.07169740308618743,0.17451715636753412,0.7049894220332427
CCSR_DIG018,66,2928,301,3502,0.06310679611650485,0.7342192691029901,0.11622403365763871,0.1716180570909776,0.8388710801935859
CCSR_NEO014,311,84,13,13,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.1710769048764204,0.8736408455460254
CCSR_BLD002,2,1118,81,773,0.054333764553686936,0.5185185185185185,0.09836065573770492,0.16292359420975688,0.8003360450852557
CCSR_INJ042,197,151,22,136,0.058823529411764705,0.36363636363636365,0.10126582278481013,0.15584874779501737,0.7577333865695107
CCSR_END015,91,4590,617,10334,0.03764273272692084,0.6304700162074555,0.07104374029768971,0.15443895510206865,0.6254024728787273
CCSR_BLD001,1,9683,1169,14640,0.06871584699453552,0.8605645851154833,0.12726927699411728,0.15268759464851597,0.6742589096138968
CCSR_MUS032,291,350,33,102,0.11764705882352941,0.36363636363636365,0.17777777777777778,0.15264332858446414,0.9045697582282948
CCSR_GEN007,126,2745,277,4634,0.03474320241691843,0.5812274368231047,0.06556709427815109,0.15084999927034387,0.7196363961631544
CCSR_NEO050,347,152,16,38,0.13157894736842105,0.3125,0.18518518518518517,0.14863403695126326,0.8878217441413754
CCSR_END016,92,11320,1352,16366,0.07601124282048148,0.9201183431952663,0.14042216954509537,0.1478567779512273,0.6370071515805668
CCSR_NEO064,360,320,54,55,0.2909090909090909,0.2962962962962963,0.29357798165137616,0.14353670298916135,0.8240297713981923
CCSR_CIR029,39,1872,242,3756,0.03966986155484558,0.6157024793388429,0.07453726863431716,0.1431448383731709,0.7852583017780421
CCSR_SKN002,446,5269,695,13806,0.041576126321889034,0.8258992805755395,0.0791669540031722,0.14268249117034917,0.6581835250076076
CCSR_DIG012,60,3425,408,8822,0.034119247336204944,0.7377450980392157,0.06522210184182015,0.13765968638502069,0.7361392240445452
CCSR_RSP012,439,7204,964,13464,0.059640522875817,0.83298755186722,0.11131133906293318,0.13760268318467433,0.6803818073586652
CCSR_EYE010,103,3136,330,8189,0.026376846989864453,0.6545454545454545,0.050710177250851037,0.13742783439873887,0.6922505334802203
CCSR_SKN001,445,6965,901,14636,0.052541678054113146,0.853496115427303,0.0989895089142048,0.1370517917011197,0.6553813713624865
CCSR_MBD025,258,1524,262,3850,0.04285714285714286,0.6297709923664122,0.08025291828793775,0.13595174964960555,0.7598051789487096
CCSR_NEO019,316,64,6,14,0.21428571428571427,0.5,0.3,0.13557168066736278,0.8828369261148593
CCSR_EYE005,98,1355,147,2223,0.03418803418803419,0.5170068027210885,0.06413502109704641,0.13494675151299554,0.7865434731106373
CCSR_MAL005,231,57,3,16,0.125,0.6666666666666666,0.21052631578947367,0.13472616339017135,0.8347775218456364
CCSR_END008,84,6588,804,12464,0.04998395378690629,0.7748756218905473,0.09391015978293639,0.1345349513339089,0.6761400006792173
CCSR_MUS028,287,3181,408,8502,0.033992001881910136,0.7083333333333334,0.06487093153759821,0.1331435408801012,0.713271036722502
CCSR_SYM011,462,7754,1004,14863,0.05732355513691718,0.848605577689243,0.10739270183399509,0.13197278701268655,0.6372639483266955
CCSR_GEN006,125,4813,556,11375,0.036923076923076927,0.7553956834532374,0.0704048277596178,0.1308021103111266,0.6871057986482259
CCSR_INJ035,190,1076,122,1543,0.04212572909915749,0.5327868852459017,0.07807807807807808,0.12997980966593298,0.7848737347456822
CCSR_MBD006,241,717,64,1208,0.024834437086092714,0.46875,0.04716981132075472,0.12904119540895095,0.7939955565949486
CCSR_MUS002,263,2573,334,3627,0.06368899917287014,0.6916167664670658,0.11663721282504418,0.12731565074516626,0.8092645630929951
CCSR_PRG016,414,235,33,92,0.11956521739130435,0.3333333333333333,0.176,0.1268942353286679,0.9589092973239315
CCSR_RSP016,443,4284,518,10219,0.035913494471083274,0.7084942084942085,0.0683617397783366,0.12668464742609786,0.6674914435369314
CCSR_CIR001,11,3196,371,5412,0.047487065779748705,0.692722371967655,0.08888120352758085,0.12478707186786754,0.7855273595617328
CCSR_FAC030,119,20,7,9,0.2222222222222222,0.2857142857142857,0.25,0.12449274635568262,0.8738343390016456
CCSR_CIR016,26,4673,535,9855,0.041603247082699135,0.7663551401869159,0.07892204042348412,0.1243852083072063,0.7272532170714117
CCSR_MAL002,228,392,47,129,0.11627906976744186,0.3191489361702128,0.17045454545454544,0.12423540656190524,0.74162036657972
CCSR_SYM004,455,6995,886,13732,0.053306146227789106,0.8261851015801355,0.1001504993843207,0.12327289936781743,0.6611396120441403
CCSR_INJ040,195,90,13,71,0.028169014084507043,0.15384615384615385,0.047619047619047616,0.12009066751113069,0.7110699331397312
CCSR_MBD019,252,1752,211,2914,0.04598490048043926,0.6350710900473934,0.08576,0.11923322222863308,0.8072138296289246
CCSR_GEN001,120,960,87,1102,0.03539019963702359,0.4482758620689655,0.0656013456686291,0.118628895644675,0.7963820018365473
CCSR_NEO031,328,51,15,26,0.15384615384615385,0.26666666666666666,0.1951219512195122,0.1181374100840564,0.9190941352943329
CCSR_RSP002,429,8363,1073,15709,0.06225730472977274,0.9114631873252563,0.11655345012513407,0.11800212803654975,0.6552228020979779
CCSR_SYM013,464,12158,1504,16476,0.08406166545277981,0.9208776595744681,0.15406006674082315,0.11532383217843069,0.6102011401536777
CCSR_NEO072,368,2392,286,7490,0.02349799732977303,0.6153846153846154,0.04526748971193416,0.11474838108965413,0.671068444674372
CCSR_MUS026,285,3000,372,11155,0.02008068130883012,0.6021505376344086,0.038865272837685434,0.1141876503271162,0.5638925002031364
CCSR_INJ037,192,5593,739,12282,0.04461814036801824,0.7415426251691475,0.08417172260195069,0.11111954888982963,0.6462901772187845
CCSR_BLD007,7,8040,990,16221,0.05523703840700327,0.9050505050505051,0.10411945848585206,0.10913876627751615,0.6246996549831825
CCSR_CIR031,41,8443,1051,15672,0.060362429811128125,0.9000951474785919,0.11313759492913951,0.10876245942493776,0.6411397633747647
CCSR_CIR033,43,3769,494,11003,0.0317186221939471,0.7064777327935222,0.06071148995390102,0.10620455400923556,0.661248799492347
CCSR_SYM010,461,7240,891,15789,0.052441573247197414,0.9292929292929293,0.09928057553956834,0.10613589763175503,0.6535792026106796
CCSR_DIG013,61,3639,369,8596,0.03001395998138669,0.6991869918699187,0.05755716675962075,0.10548632405056171,0.7051874844918138
CCSR_MUS010,271,9586,1151,16611,0.06363253265908134,0.9183318853171155,0.11901812858912285,0.10374507377776919,0.610627252556775
CCSR_END007,83,4548,602,12951,0.03551849278048027,0.7641196013289037,0.06788164981922822,0.10361105343201829,0.6329493315448834
CCSR_MBD026,259,2885,276,5387,0.03842583998514943,0.75,0.07310612749426099,0.10251545667602746,0.7980334202365996
CCSR_CIR023,33,1570,189,3079,0.04059759662227996,0.6613756613756614,0.07649938800489596,0.10127092164692933,0.8251250633232015
CCSR_CIR036,46,2772,324,6091,0.029880151042521754,0.5617283950617284,0.05674201091192518,0.09987992831841447,0.669534781622837
CCSR_CIR012,22,6025,713,13317,0.04325298490651047,0.8078541374474053,0.08210976478973628,0.09884457862847934,0.6644593285489777
CCSR_MAL008,233,452,36,124,0.0967741935483871,0.3333333333333333,0.15,0.09779223501877717,0.7818030450097371
CCSR_CIR009,19,3490,426,7415,0.042886041807147675,0.7464788732394366,0.0811121030480806,0.09720644835872327,0.7567739169469307
CCSR_BLD004,4,6462,771,12678,0.05024451806278593,0.8261997405966277,0.09472823258234812,0.09710246476430767,0.6755123127490387
CCSR_EAR004,77,1604,165,3330,0.024324324324324326,0.4909090909090909,0.0463519313304721,0.0949593962414811,0.680307222289294
CCSR_SYM016,467,10049,1244,16860,0.06969157769869513,0.9445337620578779,0.12980556783031375,0.09471204109070636,0.5830660269984445
CCSR_INJ033,188,4141,497,9924,0.0367795243853285,0.7344064386317908,0.07005085884272143,0.09289591338742281,0.7100946717509113
CCSR_FAC022,116,783,83,658,0.05319148936170213,0.42168674698795183,0.09446693657219973,0.0919744914678323,0.7748712156104864
CCSR_MAL001,227,1359,170,2608,0.027607361963190184,0.4235294117647059,0.05183585313174946,0.09118376896289575,0.6640255714839209
CCSR_DIG022,70,5318,703,13142,0.04253538274235276,0.7951635846372689,0.08075117370892018,0.08473408599413457,0.6397608158487773
CCSR_DIG016,64,3146,396,8563,0.03223169449959126,0.696969696969697,0.06161401942181047,0.08356773496924524,0.701917159374701
CCSR_INF002,147,6241,800,13572,0.047229590333038605,0.80125,0.0892012246033955,0.08337985036571191,0.624768237082067
CCSR_END013,89,1514,186,4673,0.014123689278835866,0.3548387096774194,0.0271660835562873,0.08204438216798496,0.5750216084296406
CCSR_DIG024,72,2504,271,5459,0.02912621359223301,0.5867158671586716,0.05549738219895288,0.07786310990648708,0.7153256479130525
CCSR_DIG010,58,4017,496,10519,0.03289286053807396,0.6975806451612904,0.0628234226055379,0.07553099189774212,0.6384646872289629
CCSR_INJ073,223,664,68,582,0.027491408934707903,0.23529411764705882,0.04923076923076923,0.07312298951071527,0.6738384384520498
CCSR_MAL004,230,380,13,32,0.09375,0.23076923076923078,0.13333333333333333,0.07207901097042316,0.7636464172350914
CCSR_MUS036,295,7,2,0,0.0,0.0,0.0,0.07148424141688073,0.5073622155196051
CCSR_MBD011,246,382,96,181,0.11602209944751381,0.21875,0.15162454873646208,0.07144069115912366,0.7953501966080517
CCSR_NVS014,386,178,30,32,0.125,0.13333333333333333,0.12903225806451613,0.06965749941166512,0.7929770601050877
CCSR_SYM018,469,471,68,551,0.041742286751361164,0.3382352941176471,0.07431340872374798,0.06950251919470075,0.7803773719295632
CCSR_NEO016,313,84,12,32,0.09375,0.25,0.13636363636363635,0.06904713027374856,0.9186236854138088
CCSR_INJ030,185,6244,674,15002,0.038594854019464074,0.8590504451038575,0.07387088542995662,0.06829880716389106,0.6040751809805176
CCSR_MUS038,297,3511,472,10806,0.029613177864149548,0.6779661016949152,0.05674765029260507,0.06759811365163096,0.6261857370472315
CCSR_NVS006,378,1394,169,3614,0.021306032097399005,0.4556213017751479,0.04070843246100978,0.06730397085693446,0.6718522596424028
CCSR_NEO073,369,3256,404,10229,0.026395542086225438,0.6683168316831684,0.05078529107495533,0.0658401939384443,0.6354633444615139
CCSR_PRG027,425,268,33,224,0.05357142857142857,0.36363636363636365,0.0933852140077821,0.06509919566200548,0.9218378578134676
CCSR_MBD004,239,1382,193,3146,0.039097266369993645,0.6373056994818653,0.07367475292003593,0.06428495119042237,0.7898609673762351
CCSR_MBD020,253,418,88,576,0.0642361111111111,0.42045454545454547,0.11144578313253012,0.06396406690128065,0.7728064781931385
CCSR_DIG005,53,1559,180,5256,0.017123287671232876,0.5,0.033112582781456956,0.06331933489126845,0.6510625303821848
CCSR_DIG001,49,4217,552,13230,0.03053665910808768,0.7318840579710145,0.05862719489188797,0.062469192125961144,0.5841934948556257
CCSR_PRG013,411,199,18,129,0.06976744186046512,0.5,0.12244897959183673,0.06205140324675111,0.9283760543022852
CCSR_MUS025,284,3031,349,10582,0.020317520317520318,0.6160458452722063,0.03933766352575245,0.061161049733161534,0.5914004554284924
CCSR_GEN019,138,285,26,93,0.03225806451612903,0.11538461538461539,0.05042016806722689,0.06060476128727075,0.7561374570737045
CCSR_MBD023,256,866,115,1658,0.032569360675512665,0.46956521739130436,0.06091370558375635,0.059585949996379874,0.8173509978263268
CCSR_DIG021,69,4413,526,13838,0.031001589825119236,0.8155893536121673,0.05973266499582289,0.059211702811146086,0.6333689745776775
CCSR_NVS017,389,2200,307,9259,0.020412571552003458,0.6156351791530945,0.03951494877691825,0.05756213223849801,0.6100087019553058
CCSR_SYM005,456,2185,301,7095,0.021000704721634955,0.4950166112956811,0.0402920497566252,0.05689580462683858,0.6079817572113175
CCSR_CIR022,32,185,32,62,0.0967741935483871,0.1875,0.1276595744680851,0.05604860687840437,0.8715874759681407
CCSR_RSP010,437,2262,266,9027,0.017392267641519885,0.5902255639097744,0.033788873345528894,0.055920803315221056,0.6139717372558879
CCSR_GEN014,133,464,65,382,0.060209424083769635,0.35384615384615387,0.1029082774049217,0.053909147150930974,0.7944894088961887
CCSR_FAC010,111,4272,492,11465,0.028608809419973832,0.6666666666666666,0.05486326001505394,0.053670084121883725,0.5788074391732928
CCSR_RSP011,438,3800,483,12041,0.029399551532264763,0.7329192546583851,0.05653145959757266,0.05362370629619766,0.6241636037579144
CCSR_DIG007,55,2794,377,11313,0.023777954565544063,0.713527851458886,0.04602224123182207,0.05281089089006886,0.6079253314164694
CCSR_SYM012,463,5141,643,14961,0.03569280128333668,0.8304821150855366,0.06844398872084081,0.05249806207590065,0.5626633195856569
CCSR_END012,88,85,26,3,0.3333333333333333,0.038461538461538464,0.06896551724137931,0.052345389023603896,0.9254001174269145
CCSR_MUS037,296,997,140,1794,0.03400222965440357,0.4357142857142857,0.06308169596690796,0.05069162948660034,0.733834929230575
CCSR_DIG009,57,245,35,230,0.034782608695652174,0.22857142857142856,0.06037735849056604,0.04832133980308756,0.6602068846437597
CCSR_INJ031,186,313,43,217,0.027649769585253458,0.13953488372093023,0.046153846153846156,0.04605280009329062,0.6447474378213109
CCSR_MUS022,281,683,74,564,0.030141843971631204,0.22972972972972974,0.05329153605015674,0.04573297396536967,0.6892382940667916
CCSR_INF008,153,1892,215,6080,0.017598684210526315,0.49767441860465117,0.033995234312946786,0.04544723427982575,0.616531087327375
CCSR_EYE006,99,375,33,214,0.037383177570093455,0.24242424242424243,0.06477732793522267,0.04517969744111445,0.7132906187784236
CCSR_MUS001,262,479,69,263,0.049429657794676805,0.18840579710144928,0.0783132530120482,0.04486490706207098,0.6188568529473705
CCSR_GEN008,127,2532,292,7710,0.02178988326848249,0.5753424657534246,0.041989502624343915,0.04444668696850029,0.6199027088096429
CCSR_MUS021,280,660,76,781,0.02560819462227913,0.2631578947368421,0.046674445740956826,0.043829777730606284,0.642335078928531
CCSR_RSP017,444,1205,193,4728,0.01649746192893401,0.40414507772020725,0.03170087380613697,0.0425203830775776,0.6192100369505515
CCSR_GEN005,124,1266,181,3198,0.01938711694809256,0.3425414364640884,0.03669724770642202,0.042242142772092074,0.6380701415118587
CCSR_GEN009,128,2317,268,8923,0.017370839403787964,0.5783582089552238,0.03372864759003373,0.04101364812151222,0.5867289685469919
CCSR_GEN020,139,223,26,56,0.017857142857142856,0.038461538461538464,0.024390243902439025,0.04029046099239608,0.5810361869199934
CCSR_CIR020,30,1194,177,4232,0.021502835538752364,0.5141242937853108,0.041279201633023364,0.039850879543623006,0.6722752469796223
CCSR_MBD013,248,663,86,1082,0.029574861367837338,0.37209302325581395,0.0547945205479452,0.03941649326353839,0.7034617863324848
CCSR_CIR006,16,1033,136,2592,0.013888888888888888,0.2647058823529412,0.026392961876832845,0.03877998669336694,0.6065967268626693
CCSR_MUS016,277,810,94,1084,0.023985239852398525,0.2765957446808511,0.044142614601018676,0.03877791108170216,0.6415902739583053
CCSR_SYM001,452,2385,280,12715,0.01635863153755407,0.7428571428571429,0.03201231242785687,0.03805510392892936,0.602982422294529
CCSR_INJ034,189,1181,156,1872,0.030982905982905984,0.3717948717948718,0.05719921104536489,0.03788057891005111,0.7164937269466886
CCSR_DIG003,51,2397,278,8905,0.017518248175182483,0.5611510791366906,0.03397582489382555,0.03748278239867595,0.5972551987921328
CCSR_CIR024,34,1039,121,2187,0.01646090534979424,0.2975206611570248,0.03119584055459272,0.036119130713352335,0.655500639588036
CCSR_INJ012,169,580,69,1531,0.010450685826257348,0.2318840579710145,0.02,0.035958647697247506,0.6169403601809839
CCSR_NVS021,393,199,24,186,0.021505376344086023,0.16666666666666666,0.0380952380952381,0.03573390893939729,0.6221563352184338
CCSR_CIR008,18,968,99,3986,0.011791269443050678,0.47474747474747475,0.023011015911872705,0.03570480125769908,0.6826590973134142
CCSR_CIR013,23,1252,172,4470,0.015659955257270694,0.4069767441860465,0.03015941404566997,0.034881089063107606,0.5947042012371346
CCSR_MUS030,289,440,52,164,0.06097560975609756,0.19230769230769232,0.09259259259259259,0.033489493191230964,0.667859182335399
CCSR_DIG014,62,1940,260,8982,0.016700066800267203,0.5769230769230769,0.032460506383899586,0.03342389455659301,0.5766730779928199
CCSR_NVS001,373,276,28,1058,0.003780718336483932,0.14285714285714285,0.007366482504604052,0.0330100167707831,0.6333504624871531
CCSR_SYM015,466,2421,299,9795,0.01796835119959163,0.5886287625418061,0.03487220130770755,0.03285219074765419,0.5906794902247839
CCSR_CIR021,31,693,103,1575,0.015873015873015872,0.24271844660194175,0.029797377830750895,0.032730582886056625,0.6778108707454003
CCSR_MUS007,268,1897,247,7428,0.01723209477652127,0.5182186234817814,0.03335504885993485,0.03259458009313736,0.5921346317004724
CCSR_SYM014,465,2669,354,13288,0.01926550270921132,0.7231638418079096,0.037531153789766895,0.03242862471619149,0.5437357892212754
CCSR_FAC014,113,2105,271,8292,0.01845151953690304,0.5645756457564576,0.035735139553894665,0.031933702612713964,0.5804743728724162
CCSR_NEO071,367,301,35,203,0.04926108374384237,0.2857142857142857,0.08403361344537816,0.03179141304432013,0.7038802643351594
CCSR_INJ022,178,973,111,3533,0.013586187376167564,0.43243243243243246,0.026344676180021953,0.031540758537684434,0.6323458513130807
CCSR_EYE002,95,801,109,1883,0.01858736059479554,0.3211009174311927,0.035140562248995984,0.03138059242520635,0.6663501947415726
CCSR_FAC009,110,719,102,1210,0.023140495867768594,0.27450980392156865,0.042682926829268296,0.03065417604362896,0.6088202857652574
CCSR_CIR004,14,433,43,248,0.020161290322580645,0.11627906976744186,0.03436426116838488,0.028397373449111144,0.5755973730158932
CCSR_PRG029,427,28,3,24,0.0,0.0,0.0,0.027723855092276144,0.9962889839493985
CCSR_MBD022,255,23,2,1,0.0,0.0,0.0,0.026430890762818647,0.7613380860981629
CCSR_GEN022,141,313,40,255,0.027450980392156862,0.175,0.04745762711864407,0.026134598131316817,0.7103918228279387
CCSR_INJ017,173,2065,260,9313,0.016536024911414152,0.5923076923076923,0.03217382220829416,0.025968422095073558,0.5967209168980878
CCSR_GEN018,137,756,103,1737,0.01669545192861255,0.2815533980582524,0.03152173913043478,0.025335189843328696,0.6252354371608982
CCSR_SYM003,454,1515,184,5784,0.013658367911479945,0.42934782608695654,0.026474530831099196,0.02522169784266643,0.5935542448683707
CCSR_GEN025,144,831,108,2050,0.020975609756097562,0.39814814814814814,0.03985171455050973,0.02475038007142793,0.6517644637300988
CCSR_FAC016,114,2118,260,10594,0.013215027373985274,0.5384615384615384,0.025796941219826793,0.02473596835281081,0.5240043902251167
CCSR_EAR003,76,694,100,1749,0.01429388221841052,0.25,0.02704164413196322,0.02455014067032578,0.5615286431052544
CCSR_PRG017,415,128,11,56,0.03571428571428571,0.18181818181818182,0.05970149253731343,0.02408354059856749,0.9263464780583183
CCSR_NEO002,299,77,7,8,0.125,0.14285714285714285,0.13333333333333333,0.02396837743820412,0.6732074288848836
CCSR_NEO041,338,6,3,0,0.0,0.0,0.0,0.023238560906103437,0.9731271251508172
CCSR_INJ008,165,593,64,1924,0.008316008316008316,0.25,0.01609657947686117,0.02251477457046489,0.6221076597149618
CCSR_INJ005,162,771,97,3033,0.009891196834817012,0.30927835051546393,0.019169329073482427,0.022189498266685256,0.6153221223246456
CCSR_PRG010,408,14,3,0,0.0,0.0,0.0,0.022001444985186403,0.8735329604036415
CCSR_INF012,157,885,104,3317,0.008742839915586373,0.27884615384615385,0.016954106986261326,0.02175879304176896,0.5916667020179952
CCSR_INF004,149,1490,173,7820,0.011125319693094628,0.5028901734104047,0.02176904791692731,0.02161789311272875,0.5583591354055203
CCSR_DIG015,63,972,119,2622,0.016018306636155607,0.35294117647058826,0.030645749726377236,0.02153960714753979,0.5889574507361173
CCSR_SKN007,451,2126,273,9309,0.013213019658395102,0.45054945054945056,0.02567313713212273,0.021406440405382768,0.5040066906299372
CCSR_SYM007,458,1813,237,8711,0.013086901618643095,0.4810126582278481,0.02548055431381314,0.021303166974351806,0.5403362634786685
CCSR_MAL010,235,321,62,26,0.038461538461538464,0.016129032258064516,0.022727272727272728,0.02097440420335053,0.7184212628122644
CCSR_INJ020,176,643,86,1306,0.009188361408882083,0.13953488372093023,0.017241379310344827,0.020971360566715655,0.5694096551794827
CCSR_INF011,156,250,58,56,0.017857142857142856,0.017241379310344827,0.017543859649122806,0.020839615447481204,0.46716797138039157
CCSR_INJ038,193,165,21,44,0.045454545454545456,0.09523809523809523,0.06153846153846154,0.019896015185315512,0.6071977539368844
CCSR_NEO078,372,112,3,51,0.0196078431372549,0.3333333333333333,0.037037037037037035,0.01939338677837161,0.9224525611495009
CCSR_INJ041,196,168,14,1068,0.0018726591760299626,0.14285714285714285,0.0036968576709796672,0.019205923106477816,0.6065411842177468
CCSR_INF010,155,465,43,221,0.027149321266968326,0.13953488372093023,0.045454545454545456,0.018879196596329192,0.6521246462544514
CCSR_MUS034,293,344,38,192,0.026041666666666668,0.13157894736842105,0.043478260869565216,0.018661074597906845,0.7068997429008534
CCSR_SYM002,453,1586,166,7697,0.010783422112511367,0.5,0.021111535037517486,0.018209939712233697,0.5763587802596586
CCSR_EYE004,97,127,29,57,0.017543859649122806,0.034482758620689655,0.023255813953488372,0.01813024736592573,0.7068965517241379
CCSR_NEO009,306,24,7,0,0.0,0.0,0.0,0.01780631776398752,0.8343625107750177
CCSR_RSP006,433,1690,195,9423,0.011036824790406453,0.5333333333333333,0.021626117695986692,0.01672807374099579,0.5336923247465317
CCSR_NEO034,331,56,3,0,0.0,0.0,0.0,0.016676754108663875,0.9307520748784321
CCSR_CIR038,47,921,131,3920,0.011989795918367347,0.35877862595419846,0.023204147124166873,0.016611604661541657,0.6300764454952725
CCSR_CIR030,40,555,65,651,0.026113671274961597,0.26153846153846155,0.04748603351955307,0.01659374970585126,0.6444610474271492
CCSR_SYM008,459,739,81,1764,0.015306122448979591,0.3333333333333333,0.02926829268292683,0.016546627423100535,0.6796063063871686
CCSR_INJ006,163,621,62,1658,0.013268998793727383,0.3548387096774194,0.02558139534883721,0.015890112803125044,0.678945733682389
CCSR_GEN021,140,311,35,410,0.014634146341463415,0.17142857142857143,0.02696629213483146,0.015789744674416233,0.8357692247319761
CCSR_MBD024,257,28,3,0,0.0,0.0,0.0,0.015648866462531205,0.8500237651274176
CCSR_CIR034,44,748,105,860,0.022093023255813953,0.18095238095238095,0.039378238341968914,0.015390009863751263,0.6248873341527214
CCSR_BLD009,9,1225,147,5133,0.01188388856419248,0.41496598639455784,0.023106060606060606,0.014855840040371597,0.6181454782023367
CCSR_BLD010,10,755,110,1520,0.01644736842105263,0.22727272727272727,0.03067484662576687,0.01462714458988327,0.5897327943750407
CCSR_RSP001,428,692,111,1928,0.01037344398340249,0.18018018018018017,0.0196174595389897,0.01422076599084632,0.5377246660762053
CCSR_CIR015,25,967,125,3954,0.009863429438543247,0.312,0.019122333905368962,0.013879927298864218,0.575821554770318
CCSR_INJ003,160,873,108,3351,0.008952551477170993,0.2777777777777778,0.017346053772766695,0.013782731738524534,0.5760000858048185
CCSR_CIR028,38,519,83,652,0.027607361963190184,0.21686746987951808,0.04897959183673469,0.012835635021612078,0.6451550390169247
CCSR_MUS014,275,489,48,367,0.021798365122615803,0.16666666666666666,0.03855421686746988,0.012374118329201125,0.5356900690893763
CCSR_GEN017,136,421,56,349,0.02005730659025788,0.125,0.0345679012345679,0.01231623756202612,0.5611386887409933
CCSR_CIR027,37,435,57,329,0.0182370820668693,0.10526315789473684,0.031088082901554404,0.012303147319721841,0.685605929013954
CCSR_GEN026,145,572,75,1255,0.011155378486055778,0.18666666666666668,0.021052631578947368,0.01220251890058444,0.6168670851227839
CCSR_MBD008,243,170,27,224,0.026785714285714284,0.2222222222222222,0.04780876494023904,0.012045413307300148,0.730967925641182
CCSR_PRG021,419,34,6,2,0.0,0.0,0.0,0.011322674911230415,0.8683469548205437
CCSR_CIR032,42,957,111,2912,0.011675824175824176,0.3063063063063063,0.022494211048627193,0.011294718778498764,0.5966666766070937
CCSR_CIR035,45,260,32,60,0.03333333333333333,0.0625,0.043478260869565216,0.011235639871930717,0.6121077657237023
CCSR_GEN013,132,534,65,904,0.015486725663716814,0.2153846153846154,0.02889576883384933,0.010861586803770792,0.6205337035845511
CCSR_INF009,154,302,42,103,0.019417475728155338,0.047619047619047616,0.027586206896551724,0.010305840077381575,0.5114801292872191
CCSR_MUS009,270,718,100,2659,0.004889056036103798,0.13,0.009423704240666908,0.009972361955436358,0.4881410927937366
CCSR_EYE001,94,762,82,6980,0.00501432664756447,0.4268292682926829,0.009912206173888417,0.009799785607330701,0.5481920588966286
CCSR_SKN005,449,831,115,2312,0.007352941176470588,0.14782608695652175,0.014009064688916358,0.009584816680589001,0.5069396793712183
CCSR_RSP003,430,793,90,3569,0.007565144298122724,0.3,0.014758130636786007,0.009549416401192225,0.5473583022599389
